DATAFLOW,VARIABLE: Variable,SPECIFICATION: Specification,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE,NOTE_VARIABLE_2: Note Variable 2,NOTE_VARIABLE_1: Note Variable 1,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1987,28,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1988,39,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1989,34,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1990,32,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1991,42,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1992,44,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1993,41,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1994,36,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1995,53,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1996,55,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1997,41,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1998,46,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,1999,49,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2000,52,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2001,57,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2002,37,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2003,43,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2004,41,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2005,32,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2006,32,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2007,36,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2008,39,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2009,52,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2010,56,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2011,38,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2012,48,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2013,54,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2014,51,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2015,46,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2016,45,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2017,47,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2018,31,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2019,40,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2020,38,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2021,47,,,,,,,,0: Zero
LU1:DF_X024(1.0),A01: Live births by municipality of residence,CM08004: Mondorf-les-Bains,A: Annual,2022,46,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,1987,46,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,1988,40,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,1989,35,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,1990,35,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,1991,38,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,1992,35,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,1993,42,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,1994,49,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,1995,33,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,1996,40,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,1997,52,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,1998,61,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,1999,44,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2000,40,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2001,41,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2002,49,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2003,51,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2004,42,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2005,50,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2006,51,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2007,62,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2008,51,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2009,38,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2010,64,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2011,50,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2012,64,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2013,57,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2014,58,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2015,66,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2016,70,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2017,62,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2018,61,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2019,52,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2020,74,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2021,60,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM09008: Mamer,A: Annual,2022,64,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,1987,185,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,1988,179,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,1989,162,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,1990,163,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,1991,152,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,1992,186,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,1993,175,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,1994,186,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,1995,182,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,1996,164,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,1997,194,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,1998,169,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,1999,151,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2000,165,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2001,147,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2002,145,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2003,176,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2004,123,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2005,146,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2006,156,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2007,168,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2008,182,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2009,180,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2010,164,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2011,177,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2012,166,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2013,177,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2014,150,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2015,179,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2016,174,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2017,175,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2018,195,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2019,190,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2020,187,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2021,188,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM10003: Dudelange,A: Annual,2022,203,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,1987,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,1988,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,1989,24,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,1990,16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,1991,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,1992,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,1993,16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,1994,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,1995,10,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,1996,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,1997,4,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,1998,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,1999,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2000,22,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2001,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2002,7,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2003,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2004,16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2005,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2006,16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2007,16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2008,20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2009,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2010,18,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2011,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2012,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2013,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2014,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2015,16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2016,20,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2017,18,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2018,22,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2019,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2020,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2021,16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11006: Sandweiler,A: Annual,2022,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,1987,45,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,1988,40,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,1989,48,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,1990,44,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,1991,48,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,1992,52,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,1993,44,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,1994,47,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,1995,35,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,1996,45,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,1997,57,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,1998,57,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,1999,39,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2000,46,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2001,37,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2002,44,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2003,35,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2004,46,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2005,38,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2006,65,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2007,45,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2008,32,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2009,35,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2010,49,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2011,40,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2012,35,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2013,46,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2014,36,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2015,34,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2016,37,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2017,53,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2018,51,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2019,56,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2020,44,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2021,45,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM11010: Walferdange,A: Annual,2022,33,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,1987,26,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,1988,25,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,1989,25,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,1990,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,1991,9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,1992,19,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,1993,18,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,1994,18,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,1995,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,1996,9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,1997,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,1998,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,1999,29,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2000,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2001,16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2002,16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2003,17,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2004,13,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2005,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2006,9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2007,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2008,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2009,16,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2010,18,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2011,12,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2012,15,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2013,19,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2014,9,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2015,14,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2016,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2017,11,,,,,,,,0: Zero
LU1:DF_X024(1.0),A02: Deaths by municipality of residence,CM02001: Bettendorf,A: Annual,2018,17,,,,,,,,0: Zero
